상호명,업종,분류,행정동명,지번주소,경도,위도
김인철동해장어막회,한식,해산물 구이/찜,신포동2가,경상남도 창원시 마산합포구 신포동2가 121-1,128.5750573,35.19925398
모이세한정식,한식,백반/한정식,산호동,경상남도 창원시 마산합포구 산호동 14-4,128.5865523,35.21716417
장수보신각,한식,백반/한정식,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 642-2,128.4981442,35.23227141
옛날서울집,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 162-30,128.5853033,35.23903862
행복실비식당,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 98-38,128.5811341,35.23832856
장안김밥,기타 간이,김밥/만두/분식,오동동,경상남도 창원시 마산합포구 오동동 79-2,128.5795417,35.20906712
해삼식당,한식,횟집,신포동2가,경상남도 창원시 마산합포구 신포동2가 27-3,128.575273,35.20181299
훈이횟집,한식,횟집,해운동,경상남도 창원시 마산합포구 해운동 64,128.5617322,35.18110773
남흥횟집,한식,횟집,신포동2가,경상남도 창원시 마산합포구 신포동2가 27-15,128.5754936,35.20194716
전복횟집,한식,횟집,신포동2가,경상남도 창원시 마산합포구 신포동2가 18-2,128.5750482,35.20264337
금양횟집,한식,횟집,남양동,경상남도 창원시 진해구 남양동 254-8,128.7820415,35.112054
동성축산식육식당,한식,돼지고기 구이/찜,회성동,경상남도 창원시 마산회원구 회성동 456-10,128.5600692,35.23315456
함안횟집,한식,횟집,남성동,경상남도 창원시 마산합포구 남성동 221-29,128.575583,35.20217209
창녕통큰국밥,한식,국/탕/찌개류,명서동,경상남도 창원시 의창구 명서동 201-6,128.6496844,35.24131526
비비큐,기타 간이,치킨,상남동,경상남도 창원시 성산구 상남동 45-1,128.6917571,35.21563526
태일식당,한식,백반/한정식,석전동,경상남도 창원시 마산회원구 석전동 277-3,128.5676124,35.2293515
대륙식당,한식,백반/한정식,남성동,경상남도 창원시 마산합포구 남성동 252-1,128.5767282,35.20103986
불끈낙지,한식,해산물 구이/찜,중앙동2가,경상남도 창원시 마산합포구 중앙동2가 1-402,128.5694049,35.19499893
낙원정횟집,한식,횟집,구산면,경상남도 창원시 마산합포구 구산면 수정리 83,128.5965221,35.12343024
연나식당,한식,돼지고기 구이/찜,합성동,경상남도 창원시 마산회원구 합성동 144-11,128.589906,35.24496562
바보엄마칼국수,한식,국수/칼국수,소답동,경상남도 창원시 의창구 소답동 107-5,128.6251974,35.26474573
양촌해물칼국수,한식,국수/칼국수,진전면,경상남도 창원시 마산합포구 진전면 동산리 334-1,128.3906735,35.11939167
부부손칼국수,한식,국수/칼국수,상남동,경상남도 창원시 성산구 상남동 45-1,128.6917571,35.21563526
비비큐창원성주점,기타 간이,치킨,대방동,경상남도 창원시 성산구 대방동 376,128.7108908,35.20550973
돌담집,한식,백반/한정식,진전면,경상남도 창원시 마산합포구 진전면 율티리 274-1,128.4480821,35.10467984
옥이돈고기,한식,백반/한정식,중앙동,경상남도 창원시 성산구 중앙동 100-2,128.6763992,35.22065277
토담참숯닭갈비,한식,닭/오리고기 구이/찜,산호동,경상남도 창원시 마산합포구 산호동 8-10,128.5857866,35.22066538
향어랑친구들,한식,백반/한정식,신월동,경상남도 창원시 성산구 신월동 68-1,128.6919613,35.22804655
동해해물칼국수,한식,국수/칼국수,부림동,경상남도 창원시 마산합포구 부림동 49-9,128.5739492,35.20565934
시장회센타,한식,횟집,신월동,경상남도 창원시 성산구 신월동 68-1,128.6919613,35.22804655
고가밀면,한식,냉면/밀면,사림동,경상남도 창원시 의창구 사림동 63-8,128.6857162,35.24309058
대가참치,일식,일식 회/초밥,상남동,경상남도 창원시 성산구 상남동 17-6,128.6855342,35.22145773
차박사얼큰이,기타 간이,치킨,봉곡동,경상남도 창원시 의창구 봉곡동 33-3,128.6506087,35.24423087
큰사람유통장수촌돼지국밥,한식,백반/한정식,풍호동,경상남도 창원시 진해구 풍호동 805-4,128.7079969,35.13521597
아지매숯불장어구이,한식,해산물 구이/찜,소답동,경상남도 창원시 의창구 소답동 118-4,128.6263968,35.26349558
삼창반점,중식,중국집,서상동,경상남도 창원시 의창구 서상동 325-11,128.6200677,35.26224817
큰바다횟집,한식,횟집,진동면,경상남도 창원시 마산합포구 진동면 진동리 432-11,128.4877272,35.11797634
삼천도씨,중식,중국집,양덕동,경상남도 창원시 마산회원구 양덕동 57-13,128.5864081,35.22765739
한진기사식당,한식,백반/한정식,회성동,경상남도 창원시 마산회원구 회성동 209-28,128.5583403,35.23416313
대가가마솥국밥,한식,국/탕/찌개류,내서읍,경상남도 창원시 마산회원구 내서읍 중리 446-7,128.5179766,35.24987403
명동칼국수,한식,국수/칼국수,오동동,경상남도 창원시 마산합포구 오동동 149-67,128.5790561,35.20719448
고봉민김밥인,기타 간이,김밥/만두/분식,양덕동,경상남도 창원시 마산회원구 양덕동 77-4,128.5815756,35.22937536
우리밥상,한식,국수/칼국수,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 13-2,128.5274595,35.26677971
홍선관,중식,중국집,교방동,경상남도 창원시 마산합포구 교방동 377-22,128.5645024,35.2133478
유미네그린푸드,한식,백반/한정식,양덕동,경상남도 창원시 마산회원구 양덕동 410-47,128.5917173,35.22052837
아구마시따,한식,백반/한정식,봉림동,경상남도 창원시 의창구 봉림동 713-2,128.6672658,35.25088274
하나로튀김나라,기타 간이,그 외 기타 간이 음식점,내서읍,경상남도 창원시 마산회원구 내서읍 중리 695,128.5122236,35.25418025
선유정,한식,돼지고기 구이/찜,진전면,경상남도 창원시 마산합포구 진전면 봉곡리 593,128.4190765,35.11481664
대가분식,기타 간이,김밥/만두/분식,오동동,경상남도 창원시 마산합포구 오동동 17-135,128.5817841,35.20624393
의춘숯불닭갈비산호점,한식,돼지고기 구이/찜,산호동,경상남도 창원시 마산합포구 산호동 24-24,128.5845869,35.22034667
고향갈비찜,한식,백반/한정식,상남동,경상남도 창원시 성산구 상남동 56-6,128.6871394,35.21510268
상남국밥,한식,국/탕/찌개류,상남동,경상남도 창원시 성산구 상남동 16,128.6833987,35.22222699
초원식당,한식,백반/한정식,신촌동,경상남도 창원시 성산구 신촌동 34-1,128.6277769,35.20299446
용원식당,한식,돼지고기 구이/찜,안민동,경상남도 창원시 성산구 안민동 253,128.6919455,35.18734776
꽃나들창원대방점,한식,백반/한정식,대방동,경상남도 창원시 성산구 대방동 362-1,128.7070463,35.20924606
부잣집,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 146-27,128.589056,35.24291453
토속청국장,한식,국/탕/찌개류,합성동,경상남도 창원시 마산회원구 합성동 268-4,128.5833847,35.23807435
홍원반점,중식,중국집,석전동,경상남도 창원시 마산회원구 석전동 225-15,128.57954,35.23510012
약수터식당,한식,돼지고기 구이/찜,회성동,경상남도 창원시 마산회원구 회성동 390-4,128.5516434,35.23488792
진해주롱,한식,백반/한정식,청안동,경상남도 창원시 진해구 청안동 428,128.7920113,35.10164996
호박갈비,한식,돼지고기 구이/찜,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 902,128.4932511,35.22251101
회썰어주는집,한식,횟집,양덕동,경상남도 창원시 마산회원구 양덕동 61-49,128.5827071,35.23089332
한솥도시락마산,한식,백반/한정식,대내동,경상남도 창원시 마산합포구 대내동 5-8,128.5572245,35.18182265
회만당,한식,횟집,봉림동,경상남도 창원시 의창구 봉림동 707-1,128.6696402,35.25097779
텃골식당,한식,백반/한정식,북면,경상남도 창원시 의창구 북면 월촌리 293,128.6158305,35.31517342
송림원,한식,백반/한정식,이동,경상남도 창원시 진해구 이동 601-3,128.695243,35.15163263
다복식당,한식,돼지고기 구이/찜,두월동1가,경상남도 창원시 마산합포구 두월동1가 1-1,128.5617919,35.18818365
금호다방,기타 간이,그 외 기타 간이 음식점,봉암동,경상남도 창원시 마산회원구 봉암동 436-1,128.5934191,35.22192626
웰빙식육식당,한식,돼지고기 구이/찜,구암동,경상남도 창원시 마산회원구 구암동 1332-4,128.5985805,35.25610958
역전죽집,한식,백반/한정식,석전동,경상남도 창원시 마산회원구 석전동 227-7,128.578624,35.23606901
국제실비식당,한식,백반/한정식,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 790-23,128.5213737,35.26385845
짬뽕이야기,중식,중국집,봉암동,경상남도 창원시 마산회원구 봉암동 660-199,128.6001092,35.21598899
고성횟집,한식,횟집,내서읍,경상남도 창원시 마산회원구 내서읍 상곡리 190-1,128.499863,35.24560536
청정바다회센타식당,한식,횟집,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 282,128.5214833,35.25350972
강남갈비,한식,돼지고기 구이/찜,부림동,경상남도 창원시 마산합포구 부림동 83-46,128.5728244,35.20656608
국제횟집,한식,횟집,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 790-23,128.5213737,35.26385845
고릴라돈가스,서양식,경양식,월남동5가,경상남도 창원시 마산합포구 월남동5가 8,128.5582527,35.18125903
돈앤주,한식,돼지고기 구이/찜,상남동,경상남도 창원시 성산구 상남동 71-2,128.6777768,35.21987886
삼해수,한식,횟집,석동,경상남도 창원시 진해구 석동 186-3,128.7025594,35.15370877
본동식당,한식,횟집,남문동,경상남도 창원시 진해구 남문동 519,128.7634613,35.10060716
윤호네식당,한식,백반/한정식,중앙동,경상남도 창원시 성산구 중앙동 101-1,128.6752456,35.21929807
남해일식,일식,일식 회/초밥,신월동,경상남도 창원시 성산구 신월동 39-4,128.6898919,35.23145668
가비분식,기타 간이,김밥/만두/분식,회원동,경상남도 창원시 마산회원구 회원동 30-24,128.5714929,35.22030102
대도횟집,한식,횟집,진전면,경상남도 창원시 마산합포구 진전면 시락리 18,128.4618548,35.07273504
동진횟집,한식,횟집,진전면,경상남도 창원시 마산합포구 진전면 시락리 50-1,128.4568803,35.07337588
성안식당,한식,돼지고기 구이/찜,합성동,경상남도 창원시 마산회원구 합성동 151-20,128.5835172,35.24123768
불난집막창,한식,곱창 전골/구이,신포동1가,경상남도 창원시 마산합포구 신포동1가 15-1,128.5704437,35.1990865
부성김밥,기타 간이,김밥/만두/분식,월남동5가,경상남도 창원시 마산합포구 월남동5가 4-25,128.5589998,35.1813277
보문설렁탕,한식,국/탕/찌개류,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 35-1,128.5014039,35.23174415
정원식당,한식,백반/한정식,오동동,경상남도 창원시 마산합포구 오동동 179-1,128.5779319,35.20664097
원조충무할매김밥,기타 간이,김밥/만두/분식,중앙동,경상남도 창원시 성산구 중앙동 98-6,128.6760453,35.22169137
등촌생고기,한식,소고기 구이/찜,중앙동,경상남도 창원시 성산구 중앙동 96-1,128.6789506,35.2236402
창원분식,기타 간이,김밥/만두/분식,중동,경상남도 창원시 의창구 중동 544,128.6221611,35.26437377
대성반점,중식,중국집,북부동,경상남도 창원시 진해구 북부동 534-1,128.7492677,35.11374835
대밭횟집,한식,횟집,진동면,경상남도 창원시 마산합포구 진동면 요장리 27-4,128.5097528,35.09968565
소라횟집,한식,횟집,진전면,경상남도 창원시 마산합포구 진전면 창포리 77,128.4625188,35.08741707
오복식당,한식,백반/한정식,창동,경상남도 창원시 마산합포구 창동 163,128.5753437,35.20560765
청둥기러기농장,한식,돼지고기 구이/찜,내서읍,경상남도 창원시 마산회원구 내서읍 감천리 778-1,128.513885,35.20746155
고향식당,한식,횟집,구산면,경상남도 창원시 마산합포구 구산면 옥계리 149,128.6116584,35.09345423
지산상회,기타 간이,김밥/만두/분식,진북면,경상남도 창원시 마산합포구 진북면 지산리 77-1,128.4687994,35.11555402
상지분식,기타 간이,김밥/만두/분식,석전동,경상남도 창원시 마산회원구 석전동 226-9,128.578741,35.23551859
청해정횟집,한식,횟집,구산면,경상남도 창원시 마산합포구 구산면 구복리 305,128.5623248,35.06132227
삼보가든횟집,한식,횟집,구산면,경상남도 창원시 마산합포구 구산면 심리 626,128.6021223,35.07632955
가고파생삽겹구이해물,한식,횟집,구산면,경상남도 창원시 마산합포구 구산면 석곡리 506,128.5483874,35.10512402
함양식당,한식,백반/한정식,오동동,경상남도 창원시 마산합포구 오동동 141-22,128.5785665,35.20784585
어부횟집,한식,횟집,진전면,경상남도 창원시 마산합포구 진전면 창포리 123-2,128.4612609,35.08799878
도쿄참치,일식,일식 회/초밥,합성동,경상남도 창원시 마산회원구 합성동 124-9,128.5823661,35.23544712
수정궁횟집,한식,횟집,진동면,경상남도 창원시 마산합포구 진동면 요장리 233-31,128.498305,35.10384381
왕궁횟집,한식,횟집,구산면,경상남도 창원시 마산합포구 구산면 내포리 992,128.5653802,35.0942197
시민갈비,한식,돼지고기 구이/찜,서성동,경상남도 창원시 마산합포구 서성동 66-33,128.5718361,35.20346085
서울식당,한식,백반/한정식,석전동,경상남도 창원시 마산회원구 석전동 264-29,128.5719894,35.22687904
행운정횟집,한식,횟집,오동동,경상남도 창원시 마산합포구 오동동 149-70,128.5789456,35.20709585
진북식당,한식,백반/한정식,진북면,경상남도 창원시 마산합포구 진북면 지산리 433-3,128.4666897,35.11496721
양촌식당,한식,돼지고기 구이/찜,진전면,경상남도 창원시 마산합포구 진전면 양촌리 742-2,128.376715,35.13063177
석정식당,한식,백반/한정식,진북면,경상남도 창원시 마산합포구 진북면 지산리 245-36,128.469137,35.11512904
소나무집,한식,백반/한정식,서상동,경상남도 창원시 의창구 서상동 460-2,128.6202056,35.26448296
임진각식육식당,한식,돼지고기 구이/찜,진전면,경상남도 창원시 마산합포구 진전면 양촌리 740-4,128.3759477,35.13082345
거제횟집,한식,횟집,구산면,경상남도 창원시 마산합포구 구산면 심리 76-3,128.6291115,35.06821483
진동고현횟집,한식,횟집,진동면,경상남도 창원시 마산합포구 진동면 고현리 280,128.4785521,35.1004979
함안횟집,한식,횟집,진동면,경상남도 창원시 마산합포구 진동면 진동리 355-1,128.4875234,35.11322657
창포가든횟집,한식,횟집,진전면,경상남도 창원시 마산합포구 진전면 창포리 29,128.4664742,35.08485083
초정횟집,한식,횟집,구암동,경상남도 창원시 마산회원구 구암동 22-13,128.5919665,35.24575782
인혜돌곱창,한식,곱창 전골/구이,오동동,경상남도 창원시 마산합포구 오동동 60-21,128.5791922,35.20933921
남성식당,한식,백반/한정식,오동동,경상남도 창원시 마산합포구 오동동 251-8,128.5793039,35.20496679
유림갈비,한식,돼지고기 구이/찜,완월동,경상남도 창원시 마산합포구 완월동 217-3,128.5618771,35.19736877
판문점,한식,돼지고기 구이/찜,오동동,경상남도 창원시 마산합포구 오동동 23-19,128.5795942,35.20718289
푸른집,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 784-11,128.5743018,35.23544058
이화식당,한식,백반/한정식,구산면,경상남도 창원시 마산합포구 구산면 반동리 384-2,128.5864152,35.08640348
솔밭횟집,한식,횟집,진동면,경상남도 창원시 마산합포구 진동면 요장리 37,128.5079329,35.09983752
시락한바다횟집,한식,횟집,진전면,경상남도 창원시 마산합포구 진전면 시락리 201-2,128.441118,35.07234347
금양횟집,한식,횟집,구산면,경상남도 창원시 마산합포구 구산면 석곡리 507-2,128.5488406,35.10563579
동덕횟집,한식,횟집,구산면,경상남도 창원시 마산합포구 구산면 구복리 366,128.5613653,35.06209294
산들가든,한식,백반/한정식,구산면,경상남도 창원시 마산합포구 구산면 유산리 444-1,128.548946,35.12462859
경양식,서양식,경양식,양덕동,경상남도 창원시 마산회원구 양덕동 84-14,128.5845889,35.22368191
금산돼지국밥,한식,백반/한정식,창포동3가,경상남도 창원시 마산합포구 창포동3가 6-11,128.5597619,35.18198223
황금횟집,한식,횟집,구산면,경상남도 창원시 마산합포구 구산면 석곡리 557,128.5483108,35.10843264
광암식당,한식,횟집,진동면,경상남도 창원시 마산합포구 진동면 요장리 233-3,128.4983513,35.10424927
승산아구찜,한식,해산물 구이/찜,구암동,경상남도 창원시 마산회원구 구암동 281-31,128.5934885,35.25256506
모임,한식,돼지고기 구이/찜,해운동,경상남도 창원시 마산합포구 해운동 63,128.5602578,35.18065484
먹고갈래돼지,한식,돼지고기 구이/찜,회성동,경상남도 창원시 마산회원구 회성동 456-20,128.5606287,35.23303479
바글바글식당,한식,백반/한정식,진동면,경상남도 창원시 마산합포구 진동면 진동리 414-3,128.4857295,35.11410817
시장횟집,한식,횟집,진동면,경상남도 창원시 마산합포구 진동면 진동리 249-3,128.4874475,35.1133711
청풍식당,한식,돼지고기 구이/찜,합성동,경상남도 창원시 마산회원구 합성동 269-24,128.5837167,35.23688288
꼬지분식,기타 간이,김밥/만두/분식,양덕동,경상남도 창원시 마산회원구 양덕동 64-3,128.5824766,35.23093048
팔용기사식당,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 263-50,128.5864084,35.23686086
합성동돼지국밥,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 161-14,128.5851682,35.24010294
부림곰탕,한식,국/탕/찌개류,부림동,경상남도 창원시 마산합포구 부림동 32-444,128.573478,35.20579678
금향,중식,중국집,석전동,경상남도 창원시 마산회원구 석전동 245-6,128.5781731,35.23135675
여낙의솜씨,한식,백반/한정식,월영동,경상남도 창원시 마산합포구 월영동 294-1,128.5505154,35.1849903
주짜장,중식,중국집,내서읍,경상남도 창원시 마산회원구 내서읍 호계리 53-1,128.5235868,35.26788724
천자봉장어구이,한식,해산물 구이/찜,장천동,경상남도 창원시 진해구 장천동 782-42,128.6989158,35.12806629
장수돼지국밥,한식,백반/한정식,명서동,경상남도 창원시 의창구 명서동 75-7,128.646063,35.24880735
가주골식당,한식,백반/한정식,가주동,경상남도 창원시 진해구 가주동 370,128.8397995,35.11217244
선창횟집,한식,횟집,상남동,경상남도 창원시 성산구 상남동 71-2,128.6777768,35.21987886
가정장어한식,한식,해산물 구이/찜,근화동,경상남도 창원시 진해구 근화동 14-4,128.6612654,35.14647737
백제중국관,중식,중국집,가음정동,경상남도 창원시 성산구 가음정동 391-10,128.6875029,35.20741155
화성정숯불구이,한식,돼지고기 구이/찜,용원동,경상남도 창원시 진해구 용원동 1194-13,128.8147934,35.10168829
원할머니보쌈진해용원,한식,족발/보쌈,용원동,경상남도 창원시 진해구 용원동 1343-6,128.8166564,35.08722595
아구마을,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 86-10,128.5823192,35.23964795
이가횟집,한식,횟집,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 234,128.5043649,35.2255571
삐삐분식,기타 간이,김밥/만두/분식,합성동,경상남도 창원시 마산회원구 합성동 733-11,128.5819969,35.23606186
방그레회관,한식,돼지고기 구이/찜,석동,경상남도 창원시 진해구 석동 146-2,128.7017537,35.15190158
할매추어탕,한식,국/탕/찌개류,합성동,경상남도 창원시 마산회원구 합성동 269-4,128.5841161,35.23741279
장모님양념통닭,기타 간이,치킨,구암동,경상남도 창원시 마산회원구 구암동 20-1,128.5905613,35.24745033
장모님양념통닭,기타 간이,치킨,합성동,경상남도 창원시 마산회원구 합성동 350-17,128.5880065,35.23603281
의령어탕마을,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 159-26,128.5853047,35.24076032
촌정육점식당,한식,돼지고기 구이/찜,석전동,경상남도 창원시 마산회원구 석전동 233-9,128.5786278,35.23195853
동성반점,중식,중국집,합성동,경상남도 창원시 마산회원구 합성동 316-29,128.5899619,35.2420718
태영생막창,한식,곱창 전골/구이,합성동,경상남도 창원시 마산회원구 합성동 125-3,128.5834812,35.23774036
모모스테이크,서양식,파스타/스테이크,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 26-10,128.5036738,35.23282544
초원식당,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 84-2,128.5837891,35.24084876
마산찜해물탕,한식,국/탕/찌개류,상남동,경상남도 창원시 성산구 상남동 86-3,128.6864714,35.21795494
경창아구찜,한식,해산물 구이/찜,봉곡동,경상남도 창원시 의창구 봉곡동 32-7,128.6515853,35.24406336
소문난먹자일번지,기타 간이,김밥/만두/분식,안민동,경상남도 창원시 성산구 안민동 163-1,128.6896481,35.18703635
명동식당,한식,백반/한정식,산호동,경상남도 창원시 마산합포구 산호동 209-1,128.5886679,35.21808236
새천년횟집,한식,횟집,안골동,경상남도 창원시 진해구 안골동 362-17,128.8032116,35.09955709
우리뚝배기,한식,국/탕/찌개류,합성동,경상남도 창원시 마산회원구 합성동 161-8,128.5851258,35.24031949
송학정,한식,백반/한정식,산호동,경상남도 창원시 마산합포구 산호동 8-50,128.5850388,35.22056083
전통충무할매김밥,기타 간이,김밥/만두/분식,합성동,경상남도 창원시 마산회원구 합성동 85-9,128.5822837,35.23929657
대가,한식,백반/한정식,자산동,경상남도 창원시 마산합포구 자산동 297-6,128.5652471,35.20352784
화통치킨,기타 간이,치킨,완월동,경상남도 창원시 마산합포구 완월동 282-16,128.5618625,35.19685503
밀양실비식당,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 98-1,128.580711,35.23908778
적송식당,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 98-27,128.5813105,35.23840884
군침돈닭,한식,백반/한정식,중앙동,경상남도 창원시 성산구 중앙동 100-2,128.6763992,35.22065277
훈이횟집,한식,횟집,석전동,경상남도 창원시 마산회원구 석전동 222-26,128.5800847,35.23754035
용산강횟집,한식,횟집,석전동,경상남도 창원시 마산회원구 석전동 226-9,128.578741,35.23551859
김박곱창,한식,곱창 전골/구이,해운동,경상남도 창원시 마산합포구 해운동 5-111,128.5596718,35.17844905
팥죽사랑,한식,백반/한정식,회원동,경상남도 창원시 마산회원구 회원동 56-5,128.5718173,35.21644141
창해횟집,한식,횟집,산호동,경상남도 창원시 마산합포구 산호동 6-20,128.5852016,35.22181302
대식가2900,한식,돼지고기 구이/찜,용원동,경상남도 창원시 진해구 용원동 1201-16,128.8123957,35.10213707
지지배배,한식,백반/한정식,월영동,경상남도 창원시 마산합포구 월영동 산175-1,128.5494957,35.18520225
삼진횟집,한식,횟집,진동면,경상남도 창원시 마산합포구 진동면 요장리 233-23,128.4994949,35.10291043
청하식당,한식,백반/한정식,구산면,경상남도 창원시 마산합포구 구산면 수정리 593-3,128.5801789,35.11943508
영주식당,한식,백반/한정식,진동면,경상남도 창원시 마산합포구 진동면 진동리 492-16,128.4881075,35.1173438
진동횟집,한식,횟집,진동면,경상남도 창원시 마산합포구 진동면 요장리 233-22,128.4994076,35.1029829
제일횟집,한식,횟집,진전면,경상남도 창원시 마산합포구 진전면 창포리 74,128.463493,35.08708883
마미김밥,기타 간이,김밥/만두/분식,이동,경상남도 창원시 진해구 이동 603-10,128.6951401,35.15114645
전주식당,한식,백반/한정식,팔용동,경상남도 창원시 의창구 팔용동 194-13,128.6151778,35.26089397
훔친갈비,한식,돼지고기 구이/찜,풍호동,경상남도 창원시 진해구 풍호동 803-2,128.7075669,35.13625512
중국성,중식,중국집,회원동,경상남도 창원시 마산회원구 회원동 28-3,128.5722894,35.22266799
홍능횟집,한식,횟집,상남동,경상남도 창원시 성산구 상남동 76-3,128.6807705,35.22189025
똘똘개횟집,한식,횟집,귀산동,경상남도 창원시 성산구 귀산동 581-2,128.6103475,35.1573994
텐텐,한식,횟집,신포동2가,경상남도 창원시 마산합포구 신포동2가 122-3,128.5766347,35.20024706
빅보이,기타 간이,김밥/만두/분식,산호동,경상남도 창원시 마산합포구 산호동 202-3,128.5872439,35.22016254
시골장터돼지국밥,한식,백반/한정식,팔용동,경상남도 창원시 의창구 팔용동 104-3,128.6121973,35.25476145
텐텐1010,한식,횟집,신포동2가,경상남도 창원시 마산합포구 신포동2가 122-3,128.5766347,35.20024706
광포식당,한식,국수/칼국수,합성동,경상남도 창원시 마산회원구 합성동 162-4,128.5856841,35.24003735
노랑통닭,기타 간이,치킨,월영동,경상남도 창원시 마산합포구 월영동 430-38,128.557251,35.18087603
계림추어탕,한식,국/탕/찌개류,산호동,경상남도 창원시 마산합포구 산호동 24-7,128.5845892,35.22066216
한솥도시락마산,한식,백반/한정식,합성동,경상남도 창원시 마산회원구 합성동 159-8,128.5852438,35.2414547
복코집,서양식,경양식,중성동,경상남도 창원시 마산합포구 중성동 165,128.5753287,35.20659928
깻잎치킨푸드비앤애프족발,한식,백반/한정식,내서읍,경상남도 창원시 마산회원구 내서읍 중리 1043-10,128.5101116,35.24859137
마산갈비탕,한식,백반/한정식,창동,경상남도 창원시 마산합포구 창동 182,128.574861,35.20568205
의령횟집,한식,횟집,신포동2가,경상남도 창원시 마산합포구 신포동2가 28-8,128.5740917,35.20092619
금창횟집,한식,횟집,진전면,경상남도 창원시 마산합포구 진전면 시락리 1-1,128.4639986,35.07373648
함안식당,한식,돼지고기 구이/찜,산호동,경상남도 창원시 마산합포구 산호동 312-1,128.5876232,35.21487838
임대,서양식,경양식,용호동,경상남도 창원시 성산구 용호동 29-15,128.6834134,35.23708218
진미회초장식당,한식,횟집,남성동,경상남도 창원시 마산합포구 남성동 230-1,128.5786433,35.2016437
동심,한식,국수/칼국수,이동,경상남도 창원시 진해구 이동 632-8,128.6971226,35.1493863
잔치국수,한식,국수/칼국수,자은동,경상남도 창원시 진해구 자은동 900-1,128.7045171,35.14907311
청해횟집,한식,횟집,용원동,경상남도 창원시 진해구 용원동 1138-13,128.82008,35.09399958
한일기사식당,한식,백반/한정식,동읍,경상남도 창원시 의창구 동읍 봉산리 316-5,128.6932836,35.28014036
흑룡관,중식,중국집,상남동,경상남도 창원시 마산합포구 상남동 43-16,128.5730735,35.21545292
임가네,한식,백반/한정식,가음동,경상남도 창원시 성산구 가음동 33-16,128.7018373,35.20761777
화승옥,한식,백반/한정식,해운동,경상남도 창원시 마산합포구 해운동 63,128.5602578,35.18065484
착한밥집,한식,백반/한정식,신포동1가,경상남도 창원시 마산합포구 신포동1가 67-11,128.5737106,35.19827781
안고집,한식,돼지고기 구이/찜,산호동,경상남도 창원시 마산합포구 산호동 36-7,128.5807999,35.2176336
청구횟집,한식,횟집,완월동,경상남도 창원시 마산합포구 완월동 421,128.557768,35.1970903
로마냐,서양식,경양식,용호동,경상남도 창원시 성산구 용호동 15-11,128.6864356,35.23588423
소렌토바베큐,한식,돼지고기 구이/찜,구산면,경상남도 창원시 마산합포구 구산면 반동리 600,128.5725473,35.08396374
함경옥,한식,국수/칼국수,상남동,경상남도 창원시 성산구 상남동 79,128.6818585,35.22457935
일미맛집,한식,백반/한정식,회성동,경상남도 창원시 마산회원구 회성동 463-27,128.5650139,35.2316803
사천식당,한식,횟집,남성동,경상남도 창원시 마산합포구 남성동 221-19,128.5757358,35.20203615
국일관,한식,돼지고기 구이/찜,산호동,경상남도 창원시 마산합포구 산호동 324-4,128.5844587,35.21012519
산호식당,한식,백반/한정식,산호동,경상남도 창원시 마산합포구 산호동 338-39,128.5826131,35.20852054
파도횟집,한식,횟집,남성동,경상남도 창원시 마산합포구 남성동 253-3,128.5772539,35.20083905
진도야족발내서점,한식,족발/보쌈,내서읍,경상남도 창원시 마산회원구 내서읍 삼계리 477-14,128.4974382,35.23179656
국시방,한식,국수/칼국수,내서읍,경상남도 창원시 마산회원구 내서읍 중리 1051-10,128.5078885,35.24627505
BHC치킨경대점,기타 간이,치킨,홍문동,경상남도 창원시 마산합포구 홍문동 16-16,128.5587113,35.18248286
북경성,중식,중국집,남성동,경상남도 창원시 마산합포구 남성동 142-36,128.5753027,35.20447205
한우부위별식육식당,한식,소고기 구이/찜,동읍,경상남도 창원시 의창구 동읍 용잠리 364-1,128.6842415,35.27680256
참맛식당,한식,백반/한정식,여좌동,경상남도 창원시 진해구 여좌동 761-6,128.6652112,35.15259448
해물특공대,한식,백반/한정식,산호동,경상남도 창원시 마산합포구 산호동 24-26,128.5848728,35.22038135
우리한우된장샤브샤브,한식,돼지고기 구이/찜,석전동,경상남도 창원시 마산회원구 석전동 245-15,128.5780941,35.23105966
길손식당,한식,백반/한정식,양덕동,경상남도 창원시 마산회원구 양덕동 13-38,128.5835052,35.23343147
